"simulacao";"alunos";"aluguel";"custo";"pessoal";"despesas";"imposto";"fluxoCaixa";"fluxoAcumulado";"ano"
48;714570,896455593;163037,692693398;114269,762101011;317882,625930858;37346,5937255366;35104,3435659597;373005,263825626;410050,396194147;3
48;736968,586867652;164117,220482335;126051,48887959;345153,431673691;41438,0496221537;36043,4322939995;352399,404880553;762449,801074699;4
49;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
49;608892,058978736;185351,930030917;94189,9625631784;264952,565360646;31266,2413337524;31769,7595603861;372065,46019169;-330874,48980831;1
49;658877,826816437;175073,390135364;102034,924868578;291242,380415043;34211,187537608;33358,048678072;373104,6754525;42230,1856441902;2
49;712669,993442072;163984,897919697;110709,221717423;317158,631869105;37969,6485186057;35066,1956544708;375751,193602165;417981,379246355;3
49;746197,766932965;160051,651497819;121868,571572175;347850,877110444;41822,2074585774;36249,9767372313;358457,785552356;776439,164798712;4
50;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
50;634067,521495001;167540,149083216;93794,7798708757;263595,878932049;31668,3159673498;32064,3068231287;380484,388984813;-322455,561015187;1
50;670155,761278056;167127,563520325;103912,548098807;287165,065797729;35359,3138712291;33491,3329919353;377355,064038681;54899,5030234942;2
50;737354,204459858;161741,677519278;114776,166293171;315269,028779286;39006,0008029765;35963,8352791655;394080,850824537;448980,353848031;3
50;794352,233122149;166936,089307273;124703,041697006;345148,283071726;42809,4015655079;38451,5328971769;410176,063198004;859156,417046036;4
51;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
51;579428,044127663;167980,465848841;94040,5989179799;264521,818286089;30514,8261848728;29896,3403990602;328434,926188503;-374505,023811497;1
51;643870,410924436;169238,937212799;105716,874694587;292786,498952855;33429,9199471133;32524,3739254894;348651,680617189;-25853,3431943079;2
51;749414,765417639;183618,624879815;115000,17812033;323438,411090953;36702,2922660351;37321,3356118982;420571,173208238;394717,830013931;3
51;813573,313384527;184872,057367451;125049,008152362;356705,958600626;41014,5353723148;39937,8148300791;435738,053796596;830455,883810526;4
52;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
52;593195,401752556;172542,50412896;95251,8280078785;267003,05985005;30770,6572753238;30629,5162352606;342082,844513003;-360857,105486997;1
52;644718,402260089;181101,719545964;106125,087403327;294824,649467128;34069,6473856112;33032,8048722421;357767,932677744;-3089,17280925246;2
52;673145,289712562;182732,349831531;115724,686376972;322956,764250078;37795,3690001628;34235,1055817638;345165,714335117;342076,541525865;3
52;704038,085598321;184195,58780738;127792,840924;355429,782596066;42263,6088892715;35529,346936228;327218,094060136;669294,635586001;4
53;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
53;578988,582435361;176542,90778091;93979,9325358999;264212,058691119;31370,6088982288;30221,2596086508;335747,630482372;-367192,319517628;1
53;607583,660284701;169586,49446002;102913,212996308;295261,618188868;34525,1635373983;31086,8061897888;313383,353832358;-53808,9656852701;2
53;662231,576852064;168620,631686957;113688,733483306;321977,83558907;38377,4503733376;33234,0883415608;323574,100751746;269765,135066476;3
53;726826,411594729;164541,094155317;125119,627725874;356482,048192081;42429,2383415261;35654,7002300018;331681,891260562;601447,026327038;4
54;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
54;620442,201958212;170201,421595363;95010,3304124625;267335,679133701;31192,6685453574;31625,744942143;365479,200519911;-337460,749480089;1
54;651912,394927542;164640,199800995;104946,308355037;293879,099910433;34866,8849978457;32662,1037891415;350198,197676079;12737,4481959901;2
54;714531,278605057;162803,087444138;114364,670460122;321555,453102283;38473,1279992528;35093,3746419678;367847,73984557;380585,18804156;3
54;762027,573595601;165314,634981048;125418,772894548;353371,564769493;42039,3908777118;37093,688343066;369418,79169183;750003,97973339;4
55;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
55;627445,976965352;175120,19846059;94253,1772860337;260766,657789388;31426,1857737195;32102,6470170377;384017,507559763;-318922,442440237;1
55;658373,600039498;170436,495409605;104544,060746651;285662,831222637;34019,3576303614;33152,4038179641;371431,44203149;52508,9995912529;2
55;746001,232259235;158280,588273812;115597,307255056;317135,017350426;37206,6421783057;36171,2728213219;398171,580927937;450680,58051919;3
55;815624,491474869;160365,762759904;128359,970324003;350383,767763445;40836,1933646966;39039,6101693909;417370,712613236;868051,293132426;4
56;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
56;611074,10813429;177554,597311857;93255,1556201153;261467,460624934;31284,3290903606;31545,1482178459;371076,611892891;-331863,338107109;1
56;654937,69737019;172304,987303874;102658,940867922;284162,845289285;34463,200581726;33089,7073869626;372867,990548169;41004,6524410603;2
56;695054,038385067;177252,712647248;115413,789828488;309976,257137094;38274,0255646117;34892,2700412926;373750,408460828;414755,060901889;3
56;767864,070972602;176879,449147139;126431,598338618;345856,96271885;41333,8586830336;37789,7408047897;393331,35957445;808086,420476339;4
57;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
57;585264,732295271;165915,971459125;95249,0417558186;264380,903397678;31089,8110457996;30047,2281501759;330413,719404924;-372526,230595076;1
57;687991,178980813;165666,912001803;104351,27896405;291611,780194731;33711,171899391;34146,3236393046;389837,536285139;17311,3056900639;2
57;753150,190094959;165188,980184669;115275,318818083;317908,249714636;36737,4292478006;36733,5668111851;411684,605687924;428995,911377988;3
57;797734,843738722;161383,07775352;128300,334690592;354719,30870209;40353,5341023374;38364,7168596897;397380,027137534;826375,938515521;4
58;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
58;589970,087218986;171678,438715796;94115,1739481051;265073,358199134;31321,178633754;30465,9410373913;340672,874116396;-362267,075883603;1
58;623952,146997295;167316,623222194;104653,323068444;290126,429048972;34548,2139806729;31650,7508087796;330290,053312621;-31977,0225709827;2
58;672801,912150614;162508,699446692;115737,221304879;319641,294941844;38486,6355279103;33412,4244638922;328033,035358779;296056,012787797;3
58;728996,876116787;160892,327347523;127633,03423506;347815,78393633;42013,5915829723;35595,5681385724;336831,225571376;632887,238359172;4
59;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
59;604358,204153436;171657,205008103;93999,5728091893;264562,635972237;31054,0734418043;31040,6163664616;355358,510571848;-347581,439428152;1
59;616106,528903272;173453,606087791;104115,467973642;287609,437927016;34619,8272148782;31582,4053996425;331632,996475885;-15948,4429522677;2
59;672513,943260903;180434,976504973;113530,452255567;316850,060445721;38047,1852765906;34117,956790635;350403,264997362;334454,822045094;3
59;741820,017624979;177317,820276778;124872,033548489;342899,383902374;41556,0407331303;36765,5135160703;373044,866201693;707499,688246787;4
60;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
60;597981,298379697;169715,927493044;94018,7187238081;263713,452205502;31411,1736038244;30707,8890349096;347845,992304697;-355093,957695303;1
60;666781,826930299;165528,179788875;103131,918757784;293881,641544016;33861,5833634203;33292,400268767;368142,462785187;13048,5050898838;2
60;713726,512271776;175781,182047571;115707,402161469;323730,01060526;36955,3100350164;35580,3077727739;377534,663744828;390583,168834711;3
60;774367,37366179;172338,818399673;128959,159513108;353492,185278949;40788,6516746839;37868,2476824585;385597,947912263;776181,116746974;4
61;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
61;606172,040269343;169449,659397108;94784,072840478;263039,304278199;31417,7933050316;31024,8679866581;355355,661256085;-347584,288743915;1
61;674608,772079595;164424,919901169;105312,682951237;288055,570847369;34652,0519747002;33561,3476792306;377452,038528228;29867,7497843129;2
61;732662,313726174;162317,667952997;116126,297571824;313316,803105993;38070,082952464;35799,1992671669;391667,598781723;421535,348566036;3
61;809426,073465718;151730,702665936;126011,053737026;341007,937807042;41272,1234829601;38446,2710452662;414419,39005936;835954,738625396;4
62;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
62;602857,000007777;168225,084603074;92205,167707137;263305,013978662;31127,8758074419;30843,283384434;353600,743733176;-349339,206266824;1
62;666581,133619562;162654,720709297;102496,45318367;290684,4243806;34353,4559178004;33169,4341731544;368532,086673636;19192,8804068117;2
62;702859,298476386;172187,919810204;112577,726725522;314448,173780555;37718,7697665451;35001,8887314636;375300,659282504;394493,539689316;3
62;718298,782279601;170583,937082684;123360,165836262;348036,992168378;41871,4162853;35555,3087744914;340058,836297854;734552,37598717;4
63;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
63;583892,311905495;177583,136500626;95273,8465995116;262952,114037441;31053,5362058813;30459,0179362448;341736,933627042;-361203,016372958;1
63;642003,231347931;178558,323479608;105324,070273453;292940,97248925;34279,092823154;32822,4621931015;355194,95704858;-6008,05932437856;2
63;713619,358271724;181895,072130844;116313,183944881;323366,069246022;38149,6560196516;35820,5772161028;381864,943975911;375856,884651533;3
63;749251,945496496;175864,253363708;128633,013583154;355315,640408424;41992,8543553112;37004,6479544082;362170,042558907;738026,927210439;4
64;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
64;608182,038552056;177308,414850397;93831,3754566173;264087,555879388;31259,7132100933;31419,6181360981;364892,190720256;-338047,759279744;1
64;676231,851419532;179574,525366002;104559,123660081;290476,143442889;34737,5649961935;34232,2550714213;391801,289614949;53753,5303352041;2
64;748243,828160702;182871,963275267;115448,643450909;318710,766193783;38173,444520195;37244,6316574388;421538,305613643;475291,835948847;3
64;813252,647329709;183140,175497893;128082,447649449;350233,437372273;41963,9236770971;39855,7129131041;436257,30121568;911549,137164527;4
65;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
65;587894,617711617;172670,415919816;93997,1746418558;259269,412605283;30851,2145381735;30422,6013452573;346024,630500863;-356915,319499137;1
65;633647,747202087;171296,216127537;102268,108866386;280032,904534975;33827,0087836981;32197,758533185;356618,18261138;-297,136887756409;2
65;696762,150570402;180408,688165748;112455,590717367;312217,603867758;37237,7935746238;35086,833549446;380173,017026955;379875,880139199;3
65;754918,074538749;182166,727425676;122722,137005295;343277,89088947;41299,8588108959;37483,392078577;392301,523180187;772177,403319386;4
66;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
66;583501,314077657;171717,101706264;93074,5666844056;265693,199388332;31359,4505503608;30208,7366313568;334882,462529465;-368057,487470535;1
66;641530,76514641;165433,234408935;102481,831896778;289754,222242149;34495,274981673;32278,5599822138;347954,11045253;-20103,3770180042;2
66;718693,262879284;162934,239904208;113464,485282653;316557,448091159;37779,7328577806;35265,1001113397;378560,73644056;358457,359422556;3
66;785647,914902383;159614,720656308;122878,673526175;352218,177812841;41693,8481453634;37810,5054223476;390661,430651963;749118,790074519;4
67;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
67;586250,557976465;163017,400371942;95682,465644537;273002,82955494;31297,7341949005;29970,7183339363;319314,210620094;-383625,739379906;1
67;648096,591252848;169006,139532132;104579,208422978;299344,336866454;33886,9578631172;32684,1092313992;346608,118401032;-37017,6209788746;2
67;685623,103307283;172161,87177051;114733,100784969;328637,540456608;37237,5106416403;34311,3990031117;342865,424191464;305847,80321259;3
67;702139,757369767;176488,10989036;124550,24671238;360815,854650379;40797,9515899499;35145,1146904051;317318,699617013;623166,502829603;4
68;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
68;592293,194690198;180984,304854732;93558,2801643288;262954,633410572;30807,2466776991;30931,0999817972;355026,239310532;-347913,710689468;1
68;625360,365544015;174652,470996877;103295,775625967;286980,787100222;33981,638325204;32000,5134616357;343754,122027863;-4159,58866160503;2
68;672642,096367748;167141,215685404;112808,688744143;318218,968500491;37686,6822070549;33591,3324821261;337477,640119338;333318,051457733;3
68;766924,454426509;167123,26317245;122402,13500382;347595,61661339;41609,2961924319;37361,9087039584;385078,761085358;718396,812543091;4
69;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
69;627364,746765146;173962,234457396;95031,0656584894;266689,308814569;30907,0865947082;32053,0792489017;376646,440905874;-326293,509094126;1
69;674333,425133664;180774,220859827;105366,73569348;294595,134420282;34145,2573671533;34204,3058397396;386796,212672836;60502,7035787096;2
69;718338,968567786;173618,895298816;117268,357131958;319870,750341771;37239,1946756754;35678,314554664;381901,247162533;442403,950741242;3
69;789360,387972967;167044,670599299;128348,023478012;348074,395718564;41194,2442537866;38256,2023428907;400532,192779013;842936,143520255;4
70;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
70;603299,463995712;175584,517609002;94434,3044060216;266181,693365625;31420,3823386695;31155,3592641886;355692,242230209;-347247,707769791;1
70;615932,647257453;174800,622138351;103983,939265716;294728,818089813;34189,3079072371;31629,3307758322;326201,873357206;-21045,8344125855;2
70;655975,65701354;169170,418256217;115481,693212964;327971,495405798;37877,5399189076;33005,8430107903;310809,503721297;289763,669308712;3
70;684397,703713978;171464,126114821;128358,420734248;361319,443492299;41450,865622246;34234,473193152;290498,626786854;580262,296095566;4
71;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
71;577932,976151336;169929,294448335;94667,2071606024;263800,764849592;31303,4521847016;29914,4908239868;328176,355580788;-374763,594419212;1
